query,rank,distance,id,record_id,title,section_title,source_file,snippet
type 2 diabetes high protein diet insulin concentration,2,0.6569175124168396,pmc_001051::chunk_00008,pmc_001051,Metabolic response of people with type 2 diabetes to a high protein diet,Results,PMC000xxxxxx/PMC524031.xml,". a value that one would expect with good compliance with the diet. The fasting glucose concentration did not change when the subjects received the 30% protein diet. However, the postprandial glucose concentrations were lower throughout the day [ 10 ]. Although the differences in postprandial glucose values were not ve"
type 2 diabetes high protein diet insulin concentration,3,0.6811314821243286,pmc_002632::chunk_00006,pmc_002632,Case-Based Study: From Prediabetes to Complications—Opportunities for Prevention,DESCRIPTION of CASE,PMC000xxxxxx/PMC549588.xml,". This patient remains free of retinopathy, but a significant number of patients with type 2 diabetes have retinopathy at the onset of diagnosis owing to the insidious nature of type 2 diabetes and the failure to diagnose type 2 diabetes early. Tight glycemic control can slow the progression of diabetic retinopathy ( F"
type 2 diabetes high protein diet insulin concentration,4,0.6839600801467896,pmc_001051::chunk_00004,pmc_001051,Metabolic response of people with type 2 diabetes to a high protein diet,Results,PMC000xxxxxx/PMC524031.xml,". These investigators fed a relatively enormous amount of beef, i.e. 1.3 pounds of beef, which is the equivalent of ~136 g of protein and which should yield 68 g of glucose, to a normal subject with a fasting blood glucose of 65 mg/dl and to a subject with diabetes whose fasting blood glucose concentration was 150 mg/d"
type 2 diabetes high protein diet insulin concentration,5,0.6877638101577759,pmc_001220::chunk_00000,pmc_001220,"The ProActive trial protocol – a randomised controlled trial of the efficacy of a family-based, domiciliary intervention programme to increase physical activity among individuals at high risk of diabetes [ISRCTN61323766]",Title and abstract,PMC000xxxxxx/PMC526256.xml,"The ProActive trial protocol – a randomised controlled trial of the efficacy of a family-based, domiciliary intervention programme to increase physical activity among individuals at high risk of diabetes [ISRCTN61323766]"
immune response B cells master regulator,1,0.207008957862854,pmc_000257::chunk_00000,pmc_000257,Training the Immune Response: B-cells' Master Regulator,Title and abstract,PMC000xxxxxx/PMC449904.xml,Training the Immune Response: B-cells' Master Regulator
immune response B cells master regulator,2,0.5554541349411011,pmc_000066::chunk_00000,pmc_000066,Wnt Signaling Relies on Nuclear Armadillo,Title and abstract,PMC000xxxxxx/PMC340127.xml,Wnt Signaling Relies on Nuclear Armadillo
immune response B cells master regulator,3,0.60517418384552,pmc_000170::chunk_00001,pmc_000170,Planting the Seeds of a New Paradigm,Early Silencing Phenomena,PMC000xxxxxx/PMC406394.xml,Early Silencing Phenomena
immune response B cells master regulator,4,0.6144665479660034,pmc_000065::chunk_00014,pmc_000065,A Nuclear Function for Armadillo/β-Catenin,Results,PMC000xxxxxx/PMC338072.xml,. We propose that Cby's effect on arm F1a protein is dependent on Arm ΔArm relocalizing Arm to the nucleus. Figure 6 Relief of C-Terminal Repression through the Elimination of Cby Leads to Uniform Activation of Signaling (A) A wild-type cuticle shown for comparison. (B) Expression of Arm ΔArm in the arm F1a background.
immune response B cells master regulator,5,0.6359403133392334,pmc_001595::chunk_00011,pmc_001595,"Mathematics Is Biology's Next Microscope, Only Better; Biology Is Mathematics' Next Physics, Only Better",The Future,PMC000xxxxxx/PMC535574.xml,The Future
SARS coronavirus spike protein trafficking,1,0.7011381387710571,pmc_000731::chunk_00000,pmc_000731,Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003,Title and abstract,PMC000xxxxxx/PMC517714.xml,Mutational dynamics of the SARS coronavirus in cell culture and human populations isolated in 2003
SARS coronavirus spike protein trafficking,2,0.7324209213256836,pmc_002582::chunk_00009,pmc_002582,The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein,Implication of the hypothesis,PMC000xxxxxx/PMC549520.xml,". c S proteins of group 2 coronaviruses: BCoV, bovine coronavirus (AF220295), HCoV-OC43, human coronavirus OC43 (AY585228), HEV, porcine hemagglutinating encephalomyelitis virus (AY078417), MHV, murine hepatitis virus (AF201929), RtCoV, rat coronavirus (AF207551), HCoV-HKU1, human coronavirus HKU1 (AY597011), SARS-CoV,"
SARS coronavirus spike protein trafficking,3,0.7355365753173828,pmc_002902::chunk_00003,pmc_002902,The effects of quercetin on SW480 human colon carcinoma cells: a proteomic study,Background,PMC000xxxxxx/PMC555539.xml,". Specifically, the influence of quercetin on protein expression in the SW480 colon adenocarcinoma cell line could be instructive in elucidating the mechanisms underlying the protective role of the flavonoid against colon cancer. This would strengthen the scientific evidence for advocating a diet rich in fruit and vege"
SARS coronavirus spike protein trafficking,4,0.7393969297409058,pmc_002582::chunk_00000,pmc_002582,The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein,Title and abstract,PMC000xxxxxx/PMC549520.xml,"The Severe Acute Respiratory Syndrome (SARS)-coronavirus 3a protein may function as a modulator of the trafficking properties of the spike protein Background A recent publication reported that a tyrosine-dependent sorting signal, present in cytoplasmic tail of the spike protein of most coronaviruses, mediates the intra"
SARS coronavirus spike protein trafficking,5,0.7422052025794983,pmc_002201::chunk_00018,pmc_002201,Cyclic nucleotide binding proteins in the Arabidopsis thaliana and Oryza sativa genomes,List of abbreviations,PMC000xxxxxx/PMC545951.xml,List of abbreviations CAP catabolite activator protein cAMP 3'5'-cyclic adenosine monophosphate CGK2 cGMP dependent protein kinase 2 cGMP 3'5'-cyclic guanosine monophosphate cNMP 3'5'-cyclic nucleotide (cAMP or cGMP) CNB cyclic nucleotide binding CNGC cyclic nucleotide gated channel CNTE cyclic nucleotide dependent thi
